year,month,state,coal,petroleum,natural_gas,hydroelectric_conventional,wind,total,other_gases,nuclear,wood_and_wood_derived_fuels,other_biomass,other,solar_thermal_and_photovoltaic,pumped_storage,geothermal
2001,11,HI,139771,659810,0,9381,147,863437,4673,NA,NA,20655,11054,NA,NA,17946
2001,11,IA,2633893,2450,34699,72719,51419,3189393,NA,385585,NA,8166,462,NA,NA,NA
2001,11,ID,4637,68,256228,429646,NA,737696,NA,NA,37490,NA,9627,NA,NA,NA
2001,11,IL,5991616,11270,268941,11876,NA,13907406,28869,7535722,NA,54893,4219,NA,NA,NA
2001,11,IN,9116876,37357,160778,43222,NA,9594432,224181,NA,NA,10841,1177,NA,NA,NA
2001,11,KS,2281937,25102,83085,2329,NA,3249915,NA,857462,NA,NA,NA,NA,NA,NA
2001,11,KY,6422639,13433,38703,178578,NA,6654074,NA,NA,721,NA,NA,NA,NA,NA
2001,11,LA,1652300,243296,2416876,31911,NA,6190750,37014,1516281,209474,6880,76718,NA,NA,NA
2001,11,MA,915705,538580,1033697,34234,NA,3140944,NA,484169,9414,104799,68886,NA,-48540,NA
2001,11,MD,2266180,97741,60523,27385,NA,3780002,33720,1244048,896,29305,20204,NA,NA,NA
2001,11,ME,39180,110610,1060873,160692,NA,1704659,0,NA,275160,23510,34634,NA,NA,NA
2001,11,MI,5429074,28592,1212819,115215,NA,8410701,313,1491194,144588,62106,13177,NA,-86378,NA
2001,11,MN,2828607,62552,59584,63874,97097,3998365,NA,767119,51538,42953,25041,NA,NA,NA
2001,11,MO,5400794,30127,222939,30062,NA,6502267,NA,832611,NA,631,5861,NA,-20758,NA
2001,11,MS,1775556,1903,1547061,NA,NA,4366411,NA,909769,132122,NA,NA,NA,NA,NA
2001,11,MT,1508344,64477,1212,467240,NA,2045941,NA,NA,4668,NA,NA,NA,NA,NA
2001,11,NC,5161062,29450,19226,170402,NA,8389939,72,2847400,141561,8124,12642,NA,0,NA
2001,11,ND,2384729,5037,165,84782,NA,2481004,5541,NA,NA,750,NA,NA,NA,NA
2001,11,NE,1624046,525,20097,106287,281,2137681,NA,385205,NA,1240,0,NA,NA,NA
2001,11,NH,352099,25396,5290,53279,NA,1324857,NA,801877,69188,12851,4877,NA,NA,NA
2001,11,NJ,629903,10174,1249170,1391,NA,4540974,37387,2510772,NA,72145,40216,NA,-10184,NA
2001,11,NM,2169335,4907,288463,10340,NA,2474622,NA,NA,NA,1577,NA,NA,NA,NA
2001,11,NV,1568836,672,855041,126154,NA,2653470,NA,NA,NA,NA,NA,NA,NA,102767
2001,11,NY,1410186,672510,2847344,1908810,1587,10517985,9803,3519961,37078,106611,68086,NA,-63991,NA
2001,11,OH,9410933,30517,38901,35783,NA,11094383,27347,1515041,33238,2623,NA,NA,NA,NA
2001,11,OK,2875432,2749,1081674,73393,NA,4051165,6722,NA,20838,NA,NA,NA,-9643,NA
2001,11,OR,351003,5974,908112,2314712,6511,3654716,NA,NA,60874,4292,3238,NA,NA,NA
2001,11,PA,8507639,93824,369932,57195,856,15272979,52847,6011664,54421,104740,67616,NA,-47755,NA
2001,11,RI,NA,4211,557877,241,NA,570531,NA,NA,NA,8202,NA,NA,NA,NA
2001,11,SC,2419436,16019,59089,83502,NA,6889312,2,4314532,63220,2013,1518,NA,-70019,NA
2001,11,SD,277274,743,1304,368402,425,648148,NA,NA,NA,NA,NA,NA,NA,NA
2001,11,TN,4393110,11853,19196,557455,NA,6819197,1583,1821673,68883,2755,0,NA,-57311,NA
2001,11,TX,9897054,56785,12587135,45636,89264,26453126,129682,3435732,73015,9901,128922,0,NA,NA
2001,11,UT,2938357,4994,55453,32906,NA,3046637,NA,NA,NA,527,397,NA,NA,14003
2001,11,VA,3159038,415206,312089,57178,NA,4875441,NA,1049510,99784,51361,34883,0,-303608,NA
2001,11,VT,NA,497,270,57270,1107,466800,NA,378276,29380,NA,NA,NA,NA,NA
2001,11,WA,941811,3404,520839,4527700,NA,6895661,NA,814440,70413,11715,5339,NA,NA,NA
2001,11,WI,3322103,36270,114416,151092,11316,4465739,NA,734847,59804,22948,12943,NA,NA,NA
2001,11,WV,4715780,24090,21766,29065,NA,4798699,7827,NA,171,0,0,NA,NA,NA
2001,11,WY,3683092,1838,50956,28835,62057,3847453,195,NA,NA,NA,20480,NA,NA,NA
2001,11,US-TOTAL,144116998,5930721,44490622,15412929,470448,278933942,698537,62341711,2879107,1191821,1040391,14289,-810802,1157170
2001,12,AK,38344,105016,363575,126892,97,633924,NA,NA,NA,NA,NA,NA,NA,NA
2001,12,AL,5366091,29763,897294,927119,NA,10317214,9943,2724130,360732,1395,747,NA,NA,NA
2001,12,AR,2426711,268803,153210,248148,NA,4580956,NA,1340808,142691,571,14,NA,NA,NA
2001,12,AZ,3154396,5076,1103435,675759,NA,7736363,NA,2786334,NA,3204,NA,38,8121,NA
2001,12,CA,211485,203140,7418123,1685150,171530,14657585,105881,3286761,298366,161167,18677,3998,38779,1054528
2001,12,CO,3157884,10663,764957,83146,16199,4013212,NA,NA,NA,5207,0,NA,-24844,NA
2001,12,CT,303800,392769,500871,10905,NA,2837447,132,1484680,NA,73256,71034,NA,0,NA
2001,12,DC,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,12,DE,100735,47360,37751,NA,NA,201622,15776,NA,NA,NA,NA,NA,NA,NA
2001,12,FL,5250329,1889292,4039454,11798,NA,14121843,49,2306607,159921,180129,284264,NA,NA,NA
2001,12,GA,5855829,68461,87873,175456,NA,9304998,NA,2926732,229835,1948,691,NA,-41826,NA
2001,12,HI,128960,675866,0,7325,187,868634,4264,NA,NA,21926,12602,NA,NA,17504
2001,12,IA,2853655,3346,35376,70216,58842,3462662,NA,431278,NA,9549,400,NA,NA,NA
2001,12,ID,4497,10,219111,464760,NA,735567,NA,NA,36259,NA,10930,NA,NA,NA
2001,12,IL,6677421,15948,280159,12692,NA,15023311,30137,7945683,NA,56583,4688,NA,NA,NA
2001,12,IN,9589801,36560,142390,50785,NA,10068428,239049,NA,NA,8600,1243,NA,NA,NA
2001,12,KS,2834658,14496,69694,16739,39832,3863012,NA,887593,NA,NA,NA,NA,NA,NA
2001,12,KY,7694347,13319,48961,225646,NA,7983036,NA,NA,763,NA,NA,NA,NA,NA
2001,12,LA,2125494,208769,2641708,87804,NA,6967506,37192,1571067,210214,6480,78778,NA,NA,NA
2001,12,MA,957352,651986,1073866,43594,NA,3280311,NA,431382,11541,100402,65493,NA,-55304,NA
2001,12,MD,1911571,89302,58206,110265,NA,3546682,38257,1287335,1093,29890,20763,NA,NA,NA
2001,12,ME,37448,81690,1020029,174692,NA,1694783,0,NA,319042,24551,37331,NA,NA,NA
2001,12,MI,5442012,36776,1226445,140395,280,9264457,476,2325435,115139,59145,13363,NA,-95009,NA
2001,12,MN,2960782,57353,70336,82971,92458,4417265,NA,1025041,59556,43685,25083,NA,NA,NA
2001,12,MO,5887372,39584,240731,44568,NA,6940936,NA,741657,NA,454,4648,NA,-18078,NA
2001,12,MS,1627346,2195,2478386,NA,NA,5176713,0,936159,132627,NA,NA,NA,NA,NA
2001,12,MT,1518309,51422,1630,588681,NA,2165123,NA,NA,5081,NA,NA,NA,NA,NA
2001,12,NC,5764723,32232,28056,253606,NA,9170729,102,2918942,147300,9162,16606,NA,0,NA
2001,12,ND,2735631,3059,178,109322,NA,2854614,5791,NA,NA,633,NA,NA,NA,NA
2001,12,NE,1768645,726,20358,74255,288,2229029,NA,363517,NA,1240,0,NA,NA,NA
2001,12,NH,312171,11171,7547,67678,NA,1350226,NA,861902,71568,13351,4838,NA,NA,NA
2001,12,NJ,572138,6129,1176770,1435,NA,4635894,38059,2738900,NA,72873,40736,NA,-11145,NA
2001,12,NM,2588265,779,213579,13534,NA,2817754,NA,NA,NA,1597,NA,NA,NA,NA
2001,12,NV,1373725,5855,844121,130789,NA,2462626,NA,NA,NA,NA,NA,NA,NA,108136
2001,12,NY,1803676,728988,3167357,2110391,1781,11446848,10246,3476811,37080,114853,72970,NA,-77305,NA
2001,12,OH,10576915,20549,23465,60133,NA,12122133,24293,1379454,35257,2067,NA,NA,NA,NA
2001,12,OK,2948968,4689,1102552,116415,NA,4194592,6473,NA,18929,NA,NA,NA,-3434,NA
2001,12,OR,416289,25,1030602,2888110,25213,4419632,NA,NA,51948,4244,3201,NA,NA,NA
2001,12,PA,9534629,142763,361785,149017,967,17102243,50339,6691315,46766,113737,71337,NA,-60412,NA
2001,12,RI,NA,4884,737519,316,NA,751501,NA,NA,NA,8782,NA,NA,NA,NA
2001,12,SC,2620037,10548,69272,82902,NA,7005866,3,4208791,69345,2956,2230,NA,-60218,NA
2001,12,SD,341812,243,4299,245356,446,592156,NA,NA,NA,NA,NA,NA,NA,NA
2001,12,TN,4533448,25630,20873,715711,NA,7808036,1655,2517018,63728,3892,691,NA,-74610,NA
2001,12,TX,11434436,86814,12713366,68410,142904,28357417,146728,3553077,80154,9080,122448,0,NA,NA
2001,12,UT,2896637,6361,59998,34451,NA,3008634,NA,NA,NA,640,483,NA,NA,10064
2001,12,VA,3072534,374201,226910,58828,NA,5822993,0,2040414,106224,53933,37238,0,-147289,NA
2001,12,VT,NA,611,280,65737,1249,450831,NA,357010,25944,NA,NA,NA,NA,NA
2001,12,WA,914965,5721,531577,5725815,NA,8108105,NA,842069,71198,11396,5364,NA,NA,NA
2001,12,WI,3203683,37122,160395,205835,9660,4781233,NA,1042976,67116,40277,14169,NA,NA,NA
2001,12,WV,6217678,27372,12569,62038,NA,6323989,4323,NA,9,0,0,NA,NA,NA
2001,12,WY,3654715,3634,53864,40725,53724,3815657,725,NA,NA,NA,8270,NA,NA,NA
2001,12,US-TOTAL,157402350,6539071,47540861,19346314,615657,305496328,769893,67430878,2975426,1252855,1051329,4036,-622574,1190232
2002,1,AK,51623,108569,366390,118944,NA,646618,NA,NA,93,999,NA,NA,NA,NA
2002,1,AL,5560828,61362,1295627,947959,NA,11220297,10241,2949643,392521,1622,494,NA,NA,NA
2002,1,AR,2275418,26872,176172,230870,NA,4225011,NA,1334355,171495,288,9541,NA,NA,NA
2002,1,AZ,3282788,6197,801752,687079,NA,7638722,NA,2844319,NA,6063,4666,37,5821,NA
2002,1,CA,203422,150303,6687453,2515525,131448,14591101,103435,3246889,363788,157510,34221,11283,-162147,1147970
2002,1,CO,3238541,1092,662809,105925,16080,3999204,84,NA,NA,2528,0,NA,-27855,NA
2002,1,CT,329620,282357,578560,31623,NA,2831592,0,1477462,NA,66637,66881,NA,-1549,NA
2002,1,DC,NA,-1033,NA,NA,NA,-1033,NA,NA,NA,NA,NA,NA,NA,NA
2002,1,DE,143346,45968,70586,NA,NA,274804,14904,NA,NA,NA,NA,NA,NA,NA
2002,1,FL,5757263,2002874,4041208,13119,NA,15377701,942,2963979,133350,210789,254176,NA,NA,NA
2002,1,GA,6198005,134439,164275,219841,NA,9890148,NA,2862987,329047,18599,4504,NA,-41549,NA
2002,1,HI,133964,744030,NA,9492,78,940438,4835,NA,NA,18508,13018,NA,NA,16514
2002,1,IA,3011790,3466,45393,71666,83542,3642794,NA,419086,NA,7851,0,NA,NA,NA
2002,1,ID,6113,18,25772,552081,NA,629292,NA,NA,35362,NA,9946,NA,NA,NA
2002,1,IL,6888208,35207,290795,10630,NA,14564077,17867,7267814,NA,53493,62,NA,NA,NA
2002,1,IN,10307958,58590,215478,45668,NA,10873953,237390,NA,NA,7752,1118,NA,NA,NA
2002,1,KS,3089626,54317,69721,1244,45549,4148814,NA,888357,NA,NA,NA,NA,NA,NA
2002,1,KY,7602120,221363,43473,253903,NA,8152119,NA,NA,31260,NA,NA,NA,NA,NA
2002,1,LA,2040871,165252,3457683,53983,NA,7608765,55034,1569309,238103,5762,22768,NA,NA,NA
2002,1,MA,975297,486501,1274581,50957,0,3401455,NA,497784,10319,99145,66601,NA,-59730,NA
2002,1,MD,2134725,95123,57991,67407,NA,3746199,41576,1288202,14030,26883,20262,NA,NA,NA
2002,1,ME,56678,55157,1236198,147413,NA,1892270,10,NA,337676,24814,34324,NA,NA,NA
2002,1,MI,5624501,54030,1203625,133651,32,9241035,593,2090657,131242,67601,22070,NA,-86967,NA
2002,1,MN,3007195,52096,95536,55022,98432,4583320,NA,1151989,59890,38459,24701,NA,NA,NA
2002,1,MO,5694372,50061,231209,53614,NA,6872057,NA,847236,NA,743,4925,NA,-10103,NA
2002,1,MS,709826,1023,1412584,NA,NA,3176287,2149,942615,108090,0,0,NA,NA,NA
2002,1,MT,1100196,55701,788,692014,NA,1856548,2311,NA,5538,NA,NA,NA,NA,NA
2002,1,NC,6005240,89460,101253,265854,NA,10220468,100,3550941,162211,8823,22016,NA,14571,NA
2002,1,ND,2688816,1907,934,109521,NA,2807824,6468,NA,NA,178,NA,NA,NA,NA
2002,1,NE,1747074,1440,19924,58051,793,2683648,0,855033,NA,1333,0,NA,NA,NA
2002,1,NH,379907,15845,6692,65279,NA,1410679,NA,861532,65718,10317,5389,NA,NA,NA
2002,1,NJ,724562,22065,1358764,989,NA,4979722,7312,2769083,NA,68689,39391,NA,-11133,NA
2002,1,NM,2152215,3487,185479,16953,NA,2359283,NA,NA,NA,1149,NA,NA,NA,NA
2002,1,NV,1536573,3510,1006747,110156,NA,2760479,NA,NA,NA,NA,NA,NA,NA,103493
2002,1,NY,1912183,855588,2815867,2051382,4735,11538292,NA,3767912,29657,103852,62918,NA,-65803,NA
2002,1,OH,11093910,36890,11028,54904,NA,12807080,14295,1582528,10046,1594,1885,NA,NA,NA
2002,1,OK,3306330,3776,1251135,93130,NA,4671927,5232,NA,15324,NA,NA,NA,-3000,NA
2002,1,OR,397723,655,937111,3337380,37164,4767839,NA,NA,51281,3655,2870,NA,NA,NA
2002,1,PA,10162189,97404,221497,124491,8846,17633157,35697,6840787,50617,92617,52824,NA,-53812,NA
2002,1,RI,NA,5386,673164,387,NA,744915,NA,NA,NA,8863,57115,NA,NA,NA
2002,1,SC,2886308,17719,410225,106359,NA,8407130,74,4928094,108862,1239,NA,NA,-51750,NA
2002,1,SD,333679,113,149,224642,395,558978,NA,NA,NA,NA,NA,NA,NA,NA
2002,1,TN,4981929,29953,23290,718615,534,8350627,971,2580152,60897,3613,780,NA,-50107,NA
2002,1,TX,12124303,113186,13859883,89165,287160,30513579,320540,3554890,61845,17466,85141,NA,NA,NA
2002,1,UT,3235773,3521,58553,35649,NA,3354085,0,NA,NA,606,477,NA,NA,19506
2002,1,VA,3261488,358317,269185,65153,NA,6599320,NA,2611853,92757,50512,35047,0,-144992,NA
2002,1,VT,NA,863,390,73796,1504,489489,NA,392352,20584,NA,NA,NA,NA,NA
2002,1,WA,935516,14883,491659,6837520,48165,9318444,25229,842886,102127,15061,5397,NA,0,NA
2002,1,WI,3198940,36622,134784,169454,5115,4792757,NA,1145137,61549,27809,13347,NA,NA,NA
2002,1,WV,8164069,23171,14732,82019,NA,8301043,15426,NA,43,52,1531,NA,NA,NA
2002,1,WY,3704998,3673,54729,34452,41829,3847121,NA,NA,NA,NA,7440,NA,NA,NA
2002,1,US-TOTAL,164358018,6690371,48412832,21794932,811402,319941476,922715,70925863,3255322,1233475,987848,11320,-750105,1287483
2002,2,AK,44698,96178,296649,111686,NA,550132,NA,NA,78,843,NA,NA,NA,NA
2002,2,AL,4697078,29249,1168864,785904,NA,9697976,8776,2665286,341043,1439,337,NA,NA,NA
2002,2,AR,1801947,11293,217127,373704,NA,3760693,NA,1209239,136544,389,10450,NA,NA,NA
2002,2,AZ,2672151,5415,1032089,621267,NA,6911775,NA,2566694,NA,4496,6118,44,3501,NA
2002,2,CA,183984,121404,5888042,1920923,153450,12655472,79380,2868838,296121,143634,31083,23521,-65137,1010228
2002,2,CO,2730014,2857,534378,84731,14603,3341686,279,NA,NA,2764,0,NA,-27941,NA
2002,2,CT,307357,188966,543747,19033,NA,2197595,0,1020136,NA,59297,59058,NA,0,NA
2002,2,DC,NA,4729,NA,NA,NA,4729,NA,NA,NA,NA,NA,NA,NA,NA
2002,2,DE,116342,44145,117430,NA,NA,277968,51,NA,NA,NA,NA,NA,NA,NA
2002,2,FL,4889070,1493534,3413592,16059,NA,13071696,3031,2660921,116729,180084,298677,NA,NA,NA
2002,2,GA,5236221,70374,112658,217119,NA,8484993,NA,2646530,222506,15060,2597,NA,-38073,NA
2002,2,HI,115001,667866,NA,9388,185,841556,3500,NA,NA,20888,11312,NA,NA,13415
2002,2,IA,2734260,4233,36439,66773,102587,3340558,NA,389255,NA,7012,0,NA,NA,NA
2002,2,ID,5432,0,25084,631732,NA,699663,NA,NA,28296,NA,9119,NA,NA,NA
2002,2,IL,6349919,7141,376503,8749,NA,13652698,16848,6835898,NA,44749,12890,NA,NA,NA
2002,2,IN,8515817,34560,311839,20590,NA,9121380,229110,NA,NA,8271,1192,NA,NA,NA
2002,2,KS,2738420,67758,63536,1290,47234,3717504,NA,799266,NA,NA,NA,NA,NA,NA
2002,2,KY,6361870,326245,63719,434969,NA,7216866,NA,NA,30063,NA,NA,NA,NA,NA
2002,2,LA,1873110,131225,3079178,91940,NA,6866890,40979,1416328,210759,5945,17426,NA,NA,NA
2002,2,MA,903764,649363,849784,58600,0,3020382,NA,452918,9296,83735,54990,NA,-42069,NA
2002,2,MD,1813176,95264,50462,163943,NA,3104404,35820,862457,47480,20449,15353,NA,NA,NA
2002,2,ME,56108,67620,1122142,137991,NA,1723274,0,NA,285352,23762,30300,NA,NA,NA
2002,2,MI,4824455,66458,1112024,122353,35,8194884,732,1978840,85373,51996,16450,NA,-63832,NA
2002,2,MN,2857852,48436,109498,52797,103427,4046797,NA,770008,50788,33127,20863,NA,NA,NA
2002,2,MO,4426344,63750,185142,137239,NA,5140192,NA,334598,NA,726,2867,NA,-10474,NA
2002,2,MS,584709,789,1401942,NA,NA,2941855,2695,850731,100989,0,0,NA,NA,NA
2002,2,MT,1296153,37494,807,614225,NA,1955337,1682,NA,4976,NA,NA,NA,NA,NA
2002,2,NC,5224876,59628,206495,256263,NA,8991821,55,3066418,149883,8450,18248,NA,1506,NA
2002,2,ND,2310269,2594,952,98948,NA,2419160,6398,NA,NA,0,NA,NA,NA,NA
2002,2,NE,1660882,954,8336,56072,779,2570193,0,842114,NA,1056,0,NA,NA,NA
2002,2,NH,281760,10062,5397,65765,NA,1221621,NA,778337,66821,9013,4466,NA,NA,NA
2002,2,NJ,604765,14486,1230526,898,NA,4581142,6651,2628445,NA,66722,39091,NA,-10443,NA
2002,2,NM,1909577,1289,234309,20591,NA,2167008,NA,NA,NA,1242,NA,NA,NA,NA
2002,2,NV,1335876,2923,928254,134942,NA,2492998,NA,NA,NA,NA,NA,NA,NA,91003
2002,2,NY,1555925,532392,2559826,2046620,4814,10199392,NA,3380273,27066,93520,56970,NA,-58014,NA
2002,2,OH,9726753,22744,54609,53687,NA,10936060,10534,1056582,8588,1175,1389,NA,NA,NA
2002,2,OK,2432712,4161,1484304,204114,NA,4145021,6218,NA,19649,NA,NA,NA,-6137,NA
2002,2,OR,367608,61,844119,2965055,21090,4253316,NA,NA,48566,3818,2999,NA,NA,NA
2002,2,PA,8715410,106912,452627,195442,5380,15201941,42391,5531543,55722,91236,54031,NA,-48752,NA
2002,2,RI,NA,4288,509293,301,NA,572626,NA,NA,NA,7749,50996,NA,NA,NA
2002,2,SC,2719901,13566,252747,96084,NA,7597668,139,4464320,104491,1261,NA,NA,-54841,NA
2002,2,SD,282052,324,9891,197586,567,490420,NA,NA,NA,NA,NA,NA,NA,NA
2002,2,TN,4738880,19537,21493,707604,396,7717884,1284,2214866,50975,2995,1513,NA,-41659,NA
2002,2,TX,10717731,179583,12552452,77019,194607,27337377,225540,3211219,73881,7972,97373,NA,NA,NA
2002,2,UT,2713503,4180,56236,31461,NA,2823878,0,NA,NA,531,418,NA,NA,17549
2002,2,VA,2950647,281495,133753,54434,NA,5827870,0,2359850,94548,45477,31488,0,-123823,NA
2002,2,VT,NA,1681,260,101053,0,474955,NA,343305,28656,NA,NA,NA,NA,NA
2002,2,WA,703266,6025,457675,5870514,20573,7664377,22896,471815,97153,11010,3450,NA,0,NA
2002,2,WI,2811200,32869,128627,145912,6139,4191853,NA,981244,51568,24164,10130,NA,NA,NA
2002,2,WV,7778864,22489,11649,78342,NA,7907358,14671,NA,0,67,1276,NA,NA,NA
2002,2,WY,3371112,3226,51927,29969,38066,3500818,NA,NA,NA,NA,6518,NA,NA,NA
2002,2,US-TOTAL,143048822,5663815,44308431,20191683,713932,281825712,759660,61658274,2843960,1086122,981440,23565,-586188,1132195
2002,3,AK,48946,98048,322785,114826,NA,585608,NA,NA,85,917,NA,NA,NA,NA
2002,3,AL,4546501,29920,1070388,775442,NA,9429392,9623,2686971,309179,1197,172,NA,NA,NA
2002,3,AR,1070516,12804,227047,340098,NA,3131356,NA,1340682,127424,427,12358,NA,NA,NA
2002,3,AZ,3116576,6358,1087939,777410,NA,7346834,NA,2343806,NA,5810,5123,44,3768,NA
2002,3,CA,213429,162422,7704101,2452479,266987,15788658,115710,3227002,330090,174708,33518,44353,-53867,1117726
2002,3,CO,2558247,4368,810051,96342,11379,3471009,453,NA,NA,2621,0,NA,-12451,NA
2002,3,CT,271166,299513,643973,24053,NA,2240963,8834,850042,NA,72636,71228,NA,-482,NA
2002,3,DC,NA,11399,NA,NA,NA,11399,NA,NA,NA,NA,NA,NA,NA,NA
2002,3,DE,274348,114538,111900,NA,NA,520258,19472,NA,NA,NA,NA,NA,NA,NA
2002,3,FL,4424003,3006802,4158759,21790,NA,15137384,905,2853483,130142,205262,336238,NA,NA,NA
2002,3,GA,6889630,102703,122125,221289,NA,9634488,NA,2082543,242858,14797,2745,NA,-44202,NA
2002,3,HI,126818,763028,NA,9296,111,942555,3759,NA,NA,21589,6278,NA,NA,11675
2002,3,IA,3046915,3863,46366,73996,80001,3598939,NA,341087,NA,6710,0,NA,NA,NA
2002,3,ID,6476,0,53245,645720,NA,754208,NA,NA,40558,NA,8209,NA,NA,NA
2002,3,IL,6839501,9100,545158,11824,NA,14961074,18553,7464469,NA,61575,10894,NA,NA,NA
2002,3,IN,9396738,74466,260180,12862,NA,9999563,245238,NA,NA,8809,1270,NA,NA,NA
2002,3,KS,2502291,124793,137067,1284,47019,3421399,NA,608945,NA,NA,NA,NA,NA,NA
2002,3,KY,7254514,286455,85507,528604,NA,8190387,NA,NA,35307,NA,NA,NA,NA,NA
2002,3,LA,1719244,183785,4027881,85666,NA,7600606,54494,1294114,208847,5255,21320,NA,NA,NA
2002,3,MA,857933,657337,1250938,83538,0,3473485,NA,492733,9950,99887,66400,NA,-45231,NA
2002,3,MD,2339357,208428,59949,160027,NA,3509129,37183,645092,14064,25668,19361,NA,NA,NA
2002,3,ME,52471,77911,1136712,239880,NA,1888201,0,NA,318790,26957,35480,NA,NA,NA
2002,3,MI,4933123,78809,1276632,154219,24,9496047,934,2910458,143810,61446,20352,NA,-83759,NA
2002,3,MN,2689385,59295,148107,48733,57827,4344764,NA,1222684,46451,43271,29011,NA,NA,NA
2002,3,MO,4946056,63881,260562,109908,NA,6217260,NA,844638,NA,690,4525,NA,-13000,NA
2002,3,MS,676392,922,1428658,NA,NA,3127523,2285,937821,81445,0,0,NA,NA,NA
2002,3,MT,1548820,58588,1120,550645,NA,2165210,1227,NA,4810,NA,NA,NA,NA,NA
2002,3,NC,6292627,74304,201366,207255,NA,9084027,57,2158621,140688,9030,4455,NA,-4376,NA
2002,3,ND,2649956,3930,1201,98389,NA,2761559,8076,NA,NA,8,NA,NA,NA,NA
2002,3,NE,1441974,1489,7730,81197,415,2456190,0,922119,NA,1266,0,NA,NA,NA
2002,3,NH,358738,5236,6105,110402,NA,1430635,NA,861664,72017,11120,5353,NA,NA,NA
2002,3,NJ,806077,19330,1374700,954,NA,4884271,7057,2579599,NA,68293,39511,NA,-11251,NA
2002,3,NM,2239775,2499,281237,22878,NA,2547569,NA,NA,NA,1180,NA,NA,NA,NA
2002,3,NV,1312584,932,1006805,187020,NA,2604701,NA,NA,NA,NA,NA,NA,NA,97360
2002,3,NY,1723744,747278,2625640,2392412,4937,10714734,NA,3100888,32511,103004,63164,NA,-78844,NA
2002,3,OH,11113189,42936,49571,44082,NA,12218013,17585,934915,11456,1961,2318,NA,NA,NA
2002,3,OK,2795608,3766,1587828,180038,NA,4565665,5890,NA,20287,NA,NA,NA,-27752,NA
2002,3,OR,365859,1598,834555,2891630,44445,4198349,NA,NA,52712,4229,3321,NA,NA,NA
2002,3,PA,8599513,202432,452197,208157,7222,15047333,47153,5372043,61100,100582,57602,NA,-60668,NA
2002,3,RI,NA,3936,471435,259,NA,499568,NA,NA,NA,8242,15696,NA,NA,NA
2002,3,SC,2971586,34329,130914,127835,NA,8031088,0,4737240,75503,1196,NA,NA,-47515,NA
2002,3,SD,337030,188,3471,306237,485,647411,NA,NA,NA,NA,NA,NA,NA,NA
2002,3,TN,5190369,58397,31331,647625,524,7904441,1302,1959849,69605,2841,443,NA,-57845,NA
2002,3,TX,10329854,183719,14105217,89666,238396,28874781,255586,3500366,89427,8110,74440,NA,NA,NA
2002,3,UT,2501883,4784,76716,33791,NA,2636470,0,NA,NA,610,479,NA,NA,18207
2002,3,VA,2873860,245562,162523,72199,NA,5834566,0,2441439,103148,49400,33093,0,-146658,NA
2002,3,VT,NA,822,220,136246,1131,524032,NA,349713,35900,NA,NA,NA,NA,NA
2002,3,WA,919624,7305,572570,5308831,51055,7832575,28220,831207,93773,14436,5554,NA,0,NA
2002,3,WI,2882592,29264,175422,172118,5044,4501754,NA,1144414,58854,25985,8061,NA,NA,NA
2002,3,WV,7630063,40876,22448,117150,NA,7828010,14333,NA,0,49,3091,NA,NA,NA
2002,3,WY,3799750,2926,56113,32514,35100,3933571,NA,NA,NA,NA,7168,NA,NA,NA
2002,3,US-TOTAL,151485651,8217375,51214464,21008813,852102,302549011,903928,63040647,2960789,1251775,1008234,44397,-684133,1244968
2002,4,AK,43484,69662,313978,111309,NA,539384,NA,NA,81,871,NA,NA,NA,NA
2002,4,AL,4874607,19185,979746,664171,NA,9161933,10964,2309008,302891,1226,135,NA,NA,NA
2002,4,AR,2101920,4880,283286,379227,NA,3795037,NA,874937,141190,430,9167,NA,NA,NA
2002,4,AZ,3109898,6500,961165,700946,NA,6960495,NA,2169710,NA,3672,4981,48,3575,NA
2002,4,CA,158370,141161,5634562,2913902,409496,13995827,114715,3111275,286374,148704,27194,45810,-752,1005016
2002,4,CO,2638268,2032,750604,112207,12701,3505988,383,NA,NA,2636,0,NA,-12843,NA
2002,4,CT,278221,125911,545052,34074,NA,2270753,0,1159749,NA,66885,66355,NA,-5493,NA
2002,4,DC,NA,22998,NA,NA,NA,22998,NA,NA,NA,NA,NA,NA,NA,NA
2002,4,DE,295919,78140,113854,NA,NA,487913,0,NA,NA,NA,NA,NA,NA,NA
2002,4,FL,4343792,3188147,4844937,19949,NA,15618302,905,2738599,97061,163827,221085,NA,NA,NA
2002,4,GA,6417791,113280,338516,243493,NA,9594459,NA,1831160,675616,11937,1977,NA,-39312,NA
2002,4,HI,130148,792087,NA,5364,47,950402,3215,NA,NA,15133,1572,NA,NA,2836
2002,4,IA,2344339,4558,37730,66848,96580,2974038,NA,415917,NA,8028,37,NA,NA,NA
2002,4,ID,8177,21,22682,880596,NA,961349,NA,NA,42420,NA,7453,NA,NA,NA
2002,4,IL,6232132,17258,826786,10527,NA,13795073,17178,6616377,NA,59636,15179,NA,NA,NA
2002,4,IN,8464967,72249,285402,29308,NA,9112608,249553,NA,NA,9727,1402,NA,NA,NA
2002,4,KS,2867652,37426,79680,1282,46938,3074497,NA,41519,NA,NA,NA,NA,NA,NA
2002,4,KY,6404733,373225,69822,553778,NA,7433945,NA,NA,32387,NA,NA,NA,NA,NA
